lake,year,AF
nhdhr_107074838,1982,0.2590723973765762
nhdhr_107074838,1983,0.2582289308993711
nhdhr_107074838,1984,0.23377378653208744
nhdhr_107074838,1985,0.2335145113221695
nhdhr_107074838,1986,0.2466853293173295
nhdhr_107074838,1987,0.23651089282790203
nhdhr_107074838,1988,0.288930923107905
nhdhr_107074838,1989,0.23307038609605799
nhdhr_107074838,1990,0.23833071436620995
nhdhr_107074838,1991,0.2315142868967589
nhdhr_107074838,1992,0.2361577450035451
nhdhr_107074838,1993,0.19398682354134855
nhdhr_107074838,1994,0.21429220605612848
nhdhr_107074838,1995,0.22280974250695296
nhdhr_107074838,1996,0.24021033782695414
nhdhr_107074838,1997,0.19802725620033623
nhdhr_107074838,1998,0.25687127349160493
nhdhr_107074838,1999,0.23998588910674903
nhdhr_107074838,2000,0.23069894850345063
nhdhr_107074838,2001,0.22573569655753595
nhdhr_107074838,2002,0.2362365069099257
nhdhr_107074838,2003,0.2287184925666742
nhdhr_107074838,2004,0.22227535935401982
nhdhr_107074838,2005,0.2305215989472417
nhdhr_107074838,2006,0.2495652578034115
nhdhr_107074838,2007,0.23974677314861847
nhdhr_107074838,2008,0.2318568032796383
nhdhr_107074838,2009,0.2195166167453111
nhdhr_107074838,2010,0.2377821430856179
nhdhr_107074838,2011,0.2392763516705477
nhdhr_107074838,2012,0.2381088978681984
nhdhr_107074838,2013,0.22247495983589727
nhdhr_107074838,2014,0.2293370759153238
nhdhr_107074838,2015,0.252737956167811
nhdhr_107074838,2016,0.20598619813476854
nhdhr_107074838,2017,0.20578371235028795
nhdhr_107074838,2018,0.2629841934826356
nhdhr_107074838,2019,0.21959056393278462
nhdhr_114542575,1979,0.018379625669364175
nhdhr_114542575,1980,0.012208361007459267
nhdhr_114542575,1981,0.010606180059568917
nhdhr_114542575,1982,0.004626463308930031
nhdhr_114542575,1983,0.008684944102730973
nhdhr_114542575,1984,0.006232496525330033
nhdhr_114542575,1985,0.0041655980741000815
nhdhr_114542575,1986,0.012021825629757676
nhdhr_114542575,1987,0.008902039459720484
nhdhr_114542575,1988,0.020710846437733656
nhdhr_114542575,1989,0.004316483467130968
nhdhr_114542575,1990,0.0076333727393392125
nhdhr_114542575,1991,0.0034220642981240513
nhdhr_114542575,1992,0.003733664532178879
nhdhr_114542575,1993,0.009334060710551893
nhdhr_114542575,1994,0.010628954320876174
nhdhr_114542575,1995,0.01264473701263122
nhdhr_114542575,1996,0.010225124886361082
nhdhr_114542575,1997,0.014202132248982159
nhdhr_114542575,1998,0.011021001365354088
nhdhr_114542575,1999,0.01231546573129475
nhdhr_114542575,2000,0.010700171409423635
nhdhr_114542575,2001,0.016452833375464097
nhdhr_114542575,2002,0.012229016511762095
nhdhr_114542575,2003,0.012700718158537568
nhdhr_114542575,2004,0.005667837810528643
nhdhr_114542575,2005,0.007016589571480099
nhdhr_114542575,2006,0.0284235091216762
nhdhr_114542575,2007,0.014429364272228564
nhdhr_114542575,2008,0.027729057665317067
nhdhr_114542575,2009,0.008813650919940547
nhdhr_114542575,2010,0.009569324882588085
nhdhr_114542575,2011,0.004611737985792178
nhdhr_114542575,2012,0.02103417871326156
nhdhr_114542575,2013,0.015042919697642087
nhdhr_114542575,2014,0.00605038164864272
nhdhr_114542575,2015,0.011514761862780347
nhdhr_114542575,2016,0.016643355946858653
nhdhr_114542575,2017,0.00844892866698694
nhdhr_114542575,2018,0.012440437409703685
nhdhr_114542575,2019,0.004615027945652463
nhdhr_114544961,1979,0
nhdhr_114544961,1980,9.19346258481909e-5
nhdhr_114544961,1981,0
nhdhr_114544961,1982,0
nhdhr_114544961,1983,0
nhdhr_114544961,1984,1.065120530190792e-4
nhdhr_114544961,1985,0
nhdhr_114544961,1986,0
nhdhr_114544961,1987,5.895690163047023e-5
nhdhr_114544961,1988,1.676957228879761e-4
nhdhr_114544961,1989,1.0259229397659624e-4
nhdhr_114544961,1990,0
nhdhr_114544961,1991,0
nhdhr_114544961,1992,0
nhdhr_114544961,1993,0
nhdhr_114544961,1994,0
nhdhr_114544961,1995,0
nhdhr_114544961,1996,0
nhdhr_114544961,1997,0
nhdhr_114544961,1998,0
nhdhr_114544961,1999,0
nhdhr_114544961,2000,0
nhdhr_114544961,2001,0
nhdhr_114544961,2002,0
nhdhr_114544961,2003,5.00899681942983e-5
nhdhr_114544961,2004,5.786432644694182e-5
nhdhr_114544961,2005,0
nhdhr_114544961,2006,0
nhdhr_114544961,2007,0
nhdhr_114544961,2008,0
nhdhr_114544961,2009,0
nhdhr_114544961,2010,0
nhdhr_114544961,2011,0
nhdhr_114544961,2012,5.983746712768676e-5
nhdhr_114544961,2013,1.757231365570766e-4
nhdhr_114544961,2014,0
nhdhr_114544961,2015,7.868379496219726e-5
nhdhr_114544961,2016,0
nhdhr_114544961,2017,0
nhdhr_114544961,2018,0
nhdhr_114544961,2019,0
nhdhr_120017988,1979,0.07917251127841758
nhdhr_120017988,1980,0.07089164296730248
nhdhr_120017988,1981,0.06383091850478324
nhdhr_120017988,1982,0.1037788022433331
nhdhr_120017988,1983,0.11227957039650947
nhdhr_120017988,1984,0.08094880648610826
nhdhr_120017988,1985,0.0708835749747047
nhdhr_120017988,1986,0.06554559032239808
nhdhr_120017988,1987,0.1074392571292322
nhdhr_120017988,1988,0.05512630433672683
nhdhr_120017988,1989,0.057114549603182484
nhdhr_120017988,1990,0.1018714403333708
nhdhr_120017988,1991,0.12847628322935292
nhdhr_120017988,1992,0.05811939088413817
nhdhr_120017988,1993,0.07679018780770533
nhdhr_120017988,1994,0.0703596972330304
nhdhr_120017988,1995,0.06998718450376583
nhdhr_120017988,1996,0.0691400311373393
nhdhr_120017988,1997,0.057347482541596884
nhdhr_120017988,1998,0.09325083254133168
nhdhr_120017988,1999,0.0470138058728314
nhdhr_120017988,2000,0.07408180214549837
nhdhr_120017988,2001,0.06221277890375121
nhdhr_120017988,2002,0.09522252390889784
nhdhr_120017988,2003,0.06166054295873274
nhdhr_120017988,2004,0.06328554764278135
nhdhr_120017988,2005,0.05977166950426323
nhdhr_120017988,2006,0.10617929552642792
nhdhr_120017988,2007,0.07621467634506722
nhdhr_120017988,2008,0.0980961782022528
nhdhr_120017988,2009,0.07960126261720905
nhdhr_120017988,2010,0.05094305390840001
nhdhr_120017988,2011,0.07900255141295423
nhdhr_120017988,2012,0.06470095379859082
nhdhr_120017988,2013,0.06976403262486593
nhdhr_120017988,2014,0.06816318001759619
nhdhr_120017988,2015,0.06627739273964799
nhdhr_120017988,2016,0.06484473486657698
nhdhr_120017988,2017,0.06481917399006996
nhdhr_120017988,2018,0.06540903203941945
nhdhr_120017988,2019,0.06722173409691698
nhdhr_120017991,1979,0.004479823310124665
nhdhr_120017991,1980,0.0028848267360956285
nhdhr_120017991,1981,0.0026168604047124883
nhdhr_120017991,1982,0
nhdhr_120017991,1983,0.00409825315047378
nhdhr_120017991,1984,0.001118060401519211
nhdhr_120017991,1985,5.060369074784641e-4
nhdhr_120017991,1986,0.0019634425105486976
nhdhr_120017991,1987,0.0029637207221670124
nhdhr_120017991,1988,0.014763988573247407
nhdhr_120017991,1989,0
nhdhr_120017991,1990,0.0029656652861882126
nhdhr_120017991,1991,0.0037925602368094045
nhdhr_120017991,1992,5.642300636071116e-4
nhdhr_120017991,1993,7.990888331242934e-4
nhdhr_120017991,1994,0.0012780767078521167
nhdhr_120017991,1995,2.1914832688004133e-4
nhdhr_120017991,1996,0.0011436150279023004
nhdhr_120017991,1997,7.035849625017375e-4
nhdhr_120017991,1998,0.002263244622605418
nhdhr_120017991,1999,0.0031509538564500825
nhdhr_120017991,2000,9.949628989271786e-4
nhdhr_120017991,2001,0.003799481984860482
nhdhr_120017991,2002,0.002496420160316077
nhdhr_120017991,2003,0.001459716147925493
nhdhr_120017991,2004,5.617298541322498e-4
nhdhr_120017991,2005,0.0011244032502544566
nhdhr_120017991,2006,0.006222352957049813
nhdhr_120017991,2007,0.007987893285854149
nhdhr_120017991,2008,0.0011282370004864655
nhdhr_120017991,2009,0.001783388104519253
nhdhr_120017991,2010,6.67426373805842e-4
nhdhr_120017991,2011,0.004504486254153939
nhdhr_120017991,2012,0.004777104580844691
nhdhr_120017991,2013,0.003261414779441495
nhdhr_120017991,2014,0.002686355877182608
nhdhr_120017991,2015,0.0013299446882101289
nhdhr_120017991,2016,0.0035883387288190034
nhdhr_120017991,2017,0.001392977232698007
nhdhr_120017991,2018,0.003045836020957724
nhdhr_120017991,2019,0.006168548760426691
nhdhr_120017997,1979,0.2425715930999277
nhdhr_120017997,1980,0
nhdhr_120017997,1981,0.4201464311649895
nhdhr_120017997,1982,0.5625
nhdhr_120017997,1983,0.388003141002311
nhdhr_120017997,1984,0.09445899093775242
nhdhr_120017997,1985,NA
nhdhr_120017997,1986,0.2910658486955197
nhdhr_120017997,1987,NA
nhdhr_120017997,1988,NA
nhdhr_120017997,1989,0.31941827790418253
nhdhr_120017997,1990,NA
nhdhr_120017997,1991,0.42081527919960293
nhdhr_120017997,1992,0.41419616464546016
nhdhr_120017997,1993,0.06867382773054041
nhdhr_120017997,1994,0.5625
nhdhr_120017997,1995,NA
nhdhr_120017997,1996,0.5390625000000001
nhdhr_120017997,1997,NA
nhdhr_120017997,1998,0.2914174936379038
nhdhr_120017997,1999,NA
nhdhr_120017997,2000,0
nhdhr_120017997,2001,0
nhdhr_120017997,2002,0.5625
nhdhr_120017997,2003,0.279587962018058
nhdhr_120017997,2004,NA
nhdhr_120017997,2005,NA
nhdhr_120017997,2006,NA
nhdhr_120017997,2007,0.5625
nhdhr_120017997,2008,NA
nhdhr_120017997,2009,0.2898071831401233
nhdhr_120017997,2010,NA
nhdhr_120017997,2011,0.5625
nhdhr_120017997,2012,0
nhdhr_120017997,2013,0.5625
nhdhr_120017997,2014,0.42828608366853743
nhdhr_120017997,2015,NA
nhdhr_120017997,2016,NA
nhdhr_120017997,2017,0
nhdhr_120017997,2018,0.5625
nhdhr_120017997,2019,NA
nhdhr_120018014,1979,0
nhdhr_120018014,1980,0.004008891599190238
nhdhr_120018014,1981,4.4139978745178274e-4
nhdhr_120018014,1982,0
nhdhr_120018014,1983,1.790914816854105e-4
nhdhr_120018014,1984,9.503273326268741e-4
nhdhr_120018014,1985,0.0010187458329904712
nhdhr_120018014,1986,0.005832161428519406
nhdhr_120018014,1987,4.2290792959705144e-4
nhdhr_120018014,1988,0.004473279213104334
nhdhr_120018014,1989,0
nhdhr_120018014,1990,6.734681640212138e-4
nhdhr_120018014,1991,0.0012522278092432868
nhdhr_120018014,1992,6.219887579489274e-4
nhdhr_120018014,1993,2.277618176746566e-4
nhdhr_120018014,1994,4.553366856068814e-4
nhdhr_120018014,1995,8.449874856985379e-4
nhdhr_120018014,1996,0
nhdhr_120018014,1997,0
nhdhr_120018014,1998,1.542382657891798e-4
nhdhr_120018014,1999,0.0021401633848568513
nhdhr_120018014,2000,0.0017525069400832966
nhdhr_120018014,2001,0
nhdhr_120018014,2002,0.0034199882124790167
nhdhr_120018014,2003,0.0014425436025062364
nhdhr_120018014,2004,0.0015552467727959235
nhdhr_120018014,2005,0.003260174836384664
nhdhr_120018014,2006,0.0028732188070289245
nhdhr_120018014,2007,0.0049303945686683965
nhdhr_120018014,2008,0.004353519265458428
nhdhr_120018014,2009,0
nhdhr_120018014,2010,6.788251843451714e-4
nhdhr_120018014,2011,0.0012641986173625706
nhdhr_120018014,2012,0.0038340739001679666
nhdhr_120018014,2013,0.002703594730111404
nhdhr_120018014,2014,0.005919688947809114
nhdhr_120018014,2015,0.0069487038578240345
nhdhr_120018014,2016,0.0021532484865224165
nhdhr_120018014,2017,0.007277011602805261
nhdhr_120018014,2018,9.128720203002142e-4
nhdhr_120018014,2019,0
nhdhr_120018022,1979,0.039360227070501116
nhdhr_120018022,1980,0.03720264107658435
nhdhr_120018022,1981,0.02741112531861317
nhdhr_120018022,1982,0.03685870997504132
nhdhr_120018022,1983,0.034231875143488015
nhdhr_120018022,1984,0.041695274692263654
nhdhr_120018022,1985,0.008012012366923942
nhdhr_120018022,1986,0.022883992529556616
nhdhr_120018022,1987,0.027447712490029683
nhdhr_120018022,1988,0.06069426126887518
nhdhr_120018022,1989,0.037686186122761506
nhdhr_120018022,1990,0.0382028020899955
nhdhr_120018022,1991,0.05769119342043646
nhdhr_120018022,1992,0.006179623371400892
nhdhr_120018022,1993,0.012838642550468621
nhdhr_120018022,1994,0.025458341627710584
nhdhr_120018022,1995,0.05911326942071609
nhdhr_120018022,1996,0.032948696258211306
nhdhr_120018022,1997,0.02604938847914752
nhdhr_120018022,1998,0.04388188934343495
nhdhr_120018022,1999,0.014851128480841209
nhdhr_120018022,2000,0.01513077578261566
nhdhr_120018022,2001,0.04182709372194834
nhdhr_120018022,2002,0.04313436288442888
nhdhr_120018022,2003,0.04057194554684624
nhdhr_120018022,2004,0.03002059162970697
nhdhr_120018022,2005,0.04076873180332054
nhdhr_120018022,2006,0.05327893087115666
nhdhr_120018022,2007,0.02157786944765845
nhdhr_120018022,2008,0.030515584896663613
nhdhr_120018022,2009,0.048421494072935216
nhdhr_120018022,2010,0.05252309191541178
nhdhr_120018022,2011,0.042716498265265135
nhdhr_120018022,2012,0.03330644317572928
nhdhr_120018022,2013,0.03984549070165434
nhdhr_120018022,2014,0.02814395753002344
nhdhr_120018022,2015,0.04294344049223561
nhdhr_120018022,2016,0.04937852077309059
nhdhr_120018022,2017,0.04427162227678828
nhdhr_120018022,2018,0.020229516913479732
nhdhr_120018022,2019,0.06977507116284147
nhdhr_120018025,1979,0
nhdhr_120018025,1980,5.291284254108503e-4
nhdhr_120018025,1981,1.3937067068601393e-4
nhdhr_120018025,1982,4.3186375158400103e-4
nhdhr_120018025,1983,1.265609633506883e-4
nhdhr_120018025,1984,2.2747152465071595e-5
nhdhr_120018025,1985,2.2069663141673914e-4
nhdhr_120018025,1986,9.885004257071497e-4
nhdhr_120018025,1987,6.059970342090621e-4
nhdhr_120018025,1988,5.133320933441151e-4
nhdhr_120018025,1989,1.077833126897025e-4
nhdhr_120018025,1990,1.1845679778738118e-4
nhdhr_120018025,1991,3.577485363858673e-4
nhdhr_120018025,1992,4.6965834057452433e-4
nhdhr_120018025,1993,4.1872264523452256e-4
nhdhr_120018025,1994,2.2531138050504627e-4
nhdhr_120018025,1995,1.1674240312871109e-4
nhdhr_120018025,1996,7.09509571246345e-4
nhdhr_120018025,1997,2.1577699562902073e-4
nhdhr_120018025,1998,7.706466841783426e-5
nhdhr_120018025,1999,0.0014875562691036932
nhdhr_120018025,2000,5.101485253167673e-4
nhdhr_120018025,2001,5.882803237185326e-4
nhdhr_120018025,2002,1.553553645886436e-4
nhdhr_120018025,2003,2.8689736752699044e-4
nhdhr_120018025,2004,1.1315553827530944e-4
nhdhr_120018025,2005,6.287463412195855e-4
nhdhr_120018025,2006,0.0013376536475816372
nhdhr_120018025,2007,2.707810818942776e-4
nhdhr_120018025,2008,4.972390619785076e-4
nhdhr_120018025,2009,1.0042470376553781e-5
nhdhr_120018025,2010,4.314390654495879e-5
nhdhr_120018025,2011,8.61960194131923e-5
nhdhr_120018025,2012,6.431643257973621e-4
nhdhr_120018025,2013,2.0533066162654272e-5
nhdhr_120018025,2014,5.324201245453524e-4
nhdhr_120018025,2015,9.209097874410488e-6
nhdhr_120018025,2016,2.500719827441383e-4
nhdhr_120018025,2017,7.0783599497152e-4
