lake,year,obs_epi,obs_hypo,obs_mixed
nhdhr_120018511,2007,5,5,0
nhdhr_120018511,2008,6,6,0
nhdhr_120018511,2009,5,5,0
nhdhr_120018511,2010,0,0,0
nhdhr_120018511,2011,0,0,0
nhdhr_120018511,2012,0,0,0
nhdhr_120018511,2013,0,0,0
nhdhr_120018511,2014,7,7,0
nhdhr_120018511,2015,0,0,0
nhdhr_120018511,2016,7,7,0
nhdhr_120018511,2017,0,0,0
nhdhr_120018511,2018,0,0,0
nhdhr_120018511,2019,0,0,0
nhdhr_120019016,1979,0,0,0
nhdhr_120019016,1980,0,0,0
nhdhr_120019016,1981,0,0,0
nhdhr_120019016,1982,0,0,0
nhdhr_120019016,1983,0,0,0
nhdhr_120019016,1984,0,0,0
nhdhr_120019016,1985,0,0,0
nhdhr_120019016,1986,0,0,0
nhdhr_120019016,1987,1,1,0
nhdhr_120019016,1988,2,2,0
nhdhr_120019016,1989,3,3,0
nhdhr_120019016,1990,2,2,0
nhdhr_120019016,1991,8,8,0
nhdhr_120019016,1992,0,0,0
nhdhr_120019016,1993,0,0,0
nhdhr_120019016,1994,0,0,0
nhdhr_120019016,1995,0,0,0
nhdhr_120019016,1996,0,0,0
nhdhr_120019016,1997,0,0,0
nhdhr_120019016,1998,0,0,0
nhdhr_120019016,1999,0,0,0
nhdhr_120019016,2000,0,0,0
nhdhr_120019016,2001,4,4,0
nhdhr_120019016,2002,4,4,0
nhdhr_120019016,2003,3,3,0
nhdhr_120019016,2004,0,0,0
nhdhr_120019016,2005,0,0,0
nhdhr_120019016,2006,0,0,0
nhdhr_120019016,2007,0,0,0
nhdhr_120019016,2008,19,19,3
nhdhr_120019016,2009,13,13,5
nhdhr_120019016,2010,26,26,0
nhdhr_120019016,2011,19,19,1
nhdhr_120019016,2012,0,0,2
nhdhr_120019016,2013,5,5,0
nhdhr_120019016,2014,14,14,0
nhdhr_120019016,2015,23,23,0
nhdhr_120019016,2016,20,20,0
nhdhr_120019016,2017,18,18,0
nhdhr_120019016,2018,6,6,0
nhdhr_120019016,2019,0,0,0
nhdhr_120019058,1981,0,0,0
nhdhr_120019058,1982,0,0,0
nhdhr_120019058,1983,0,0,0
nhdhr_120019058,1984,0,0,0
nhdhr_120019058,1985,0,0,0
nhdhr_120019058,1988,0,0,0
nhdhr_120019058,1990,0,0,0
nhdhr_120019058,1991,0,0,0
nhdhr_120019058,1992,0,0,0
nhdhr_120019058,1993,0,0,0
nhdhr_120019058,1994,0,0,0
nhdhr_120019058,1997,10,10,1
nhdhr_120019058,1998,11,11,0
nhdhr_120019058,2000,11,11,0
nhdhr_120019058,2001,11,11,0
nhdhr_120019058,2002,9,9,0
nhdhr_120019058,2003,10,10,0
nhdhr_120019058,2004,11,11,0
nhdhr_120019058,2005,11,11,0
nhdhr_120019058,2006,12,12,0
nhdhr_120019058,2008,0,0,0
nhdhr_120019058,2009,0,0,0
nhdhr_120019058,2010,0,0,0
nhdhr_120019058,2011,0,0,0
nhdhr_120019058,2012,0,0,0
nhdhr_120019058,2013,0,0,0
nhdhr_120019058,2014,0,0,0
nhdhr_120019058,2015,0,0,0
nhdhr_120019058,2018,0,0,0
nhdhr_120019058,2019,0,0,0
nhdhr_120019246,1979,0,0,0
nhdhr_120019246,1980,0,0,0
nhdhr_120019246,1981,0,0,0
nhdhr_120019246,1982,0,0,0
nhdhr_120019246,1983,0,0,0
nhdhr_120019246,1984,0,0,0
nhdhr_120019246,1985,0,0,0
nhdhr_120019246,1986,0,0,0
nhdhr_120019246,1987,0,0,0
nhdhr_120019246,1988,0,0,0
nhdhr_120019246,1989,0,0,0
nhdhr_120019246,1990,0,0,0
nhdhr_120019246,1991,0,0,0
nhdhr_120019246,1992,0,0,0
nhdhr_120019246,1993,0,0,0
nhdhr_120019246,1994,0,0,0
nhdhr_120019246,1995,3,3,0
nhdhr_120019246,1996,4,4,1
nhdhr_120019246,1997,0,0,0
nhdhr_120019246,1998,0,0,0
nhdhr_120019246,1999,0,0,0
nhdhr_120019246,2000,4,4,1
nhdhr_120019246,2001,0,0,0
nhdhr_120019246,2002,0,0,0
nhdhr_120019246,2003,0,0,0
nhdhr_120019246,2004,0,0,0
nhdhr_120019246,2005,0,0,0
nhdhr_120019246,2006,3,3,0
nhdhr_120019246,2007,5,5,1
nhdhr_120019246,2008,6,6,5
nhdhr_120019246,2009,10,10,1
nhdhr_120019246,2010,10,10,0
nhdhr_120019246,2011,7,7,2
nhdhr_120019246,2012,4,4,1
nhdhr_120019246,2013,4,4,1
nhdhr_120019246,2014,4,4,2
nhdhr_120019246,2015,4,4,2
nhdhr_120019246,2016,4,4,0
nhdhr_120019246,2017,0,0,0
nhdhr_120019246,2018,0,0,0
nhdhr_120019246,2019,0,0,0
nhdhr_120019294,1979,0,0,0
nhdhr_120019294,1980,0,0,0
nhdhr_120019294,1981,5,5,1
nhdhr_120019294,1982,0,0,0
nhdhr_120019294,1983,0,0,0
nhdhr_120019294,1984,0,0,0
nhdhr_120019294,1985,0,0,0
nhdhr_120019294,1986,0,0,0
nhdhr_120019294,1987,0,0,0
nhdhr_120019294,1988,0,0,0
nhdhr_120019294,1989,0,0,0
nhdhr_120019294,1990,5,5,1
nhdhr_120019294,1991,13,13,10
nhdhr_120019294,1992,18,18,20
nhdhr_120019294,1993,0,0,0
nhdhr_120019294,1994,0,0,0
nhdhr_120019294,1995,0,0,0
nhdhr_120019294,1996,0,0,0
nhdhr_120019294,1997,0,0,0
nhdhr_120019294,1998,0,0,0
nhdhr_120019294,1999,0,0,0
nhdhr_120019294,2000,6,6,0
nhdhr_120019294,2001,5,5,1
nhdhr_120019294,2002,0,0,0
nhdhr_120019294,2003,0,0,0
nhdhr_120019294,2004,0,0,0
nhdhr_120019294,2005,0,0,0
nhdhr_120019294,2006,0,0,0
nhdhr_120019294,2007,0,0,0
nhdhr_120019294,2008,0,0,0
nhdhr_120019294,2009,0,0,0
nhdhr_120019294,2010,0,0,0
nhdhr_120019294,2011,0,0,0
nhdhr_120019294,2012,0,0,0
nhdhr_120019294,2013,0,0,0
nhdhr_120019294,2014,0,0,0
nhdhr_120019294,2015,0,0,0
nhdhr_120019294,2016,0,0,0
nhdhr_120019294,2017,0,0,0
nhdhr_120019294,2018,0,0,0
nhdhr_120019294,2019,0,0,0
nhdhr_120019336,1979,0,0,0
nhdhr_120019336,1980,3,3,0
nhdhr_120019336,1981,5,5,0
nhdhr_120019336,1982,14,14,2
nhdhr_120019336,1983,0,0,0
nhdhr_120019336,1984,5,5,0
nhdhr_120019336,1985,0,0,0
nhdhr_120019336,1986,0,0,0
nhdhr_120019336,1987,0,0,0
nhdhr_120019336,1988,0,0,0
nhdhr_120019336,1989,11,11,2
nhdhr_120019336,1990,0,0,0
nhdhr_120019336,1991,0,0,0
nhdhr_120019336,1992,0,0,0
nhdhr_120019336,1993,0,0,0
nhdhr_120019336,1994,12,12,2
nhdhr_120019336,1995,0,0,0
nhdhr_120019336,1996,0,0,0
nhdhr_120019336,1997,0,0,0
nhdhr_120019336,1998,12,12,1
nhdhr_120019336,1999,6,6,1
nhdhr_120019336,2000,9,9,0
nhdhr_120019336,2001,0,0,0
nhdhr_120019336,2002,10,10,0
nhdhr_120019336,2003,0,0,0
nhdhr_120019336,2004,0,0,0
nhdhr_120019336,2005,10,10,0
nhdhr_120019336,2006,0,0,0
nhdhr_120019336,2007,0,0,0
nhdhr_120019336,2008,10,10,0
nhdhr_120019336,2009,2,2,0
nhdhr_120019336,2010,0,0,0
nhdhr_120019336,2011,9,9,0
nhdhr_120019336,2012,0,0,0
nhdhr_120019336,2013,10,10,0
nhdhr_120019336,2014,11,11,0
nhdhr_120019336,2015,11,11,0
nhdhr_120019336,2016,10,10,0
nhdhr_120019336,2017,10,10,0
nhdhr_120019336,2018,0,0,0
nhdhr_120019336,2019,0,0,0
nhdhr_120019371,1979,0,0,0
nhdhr_120019371,1980,0,0,0
nhdhr_120019371,1981,0,0,0
nhdhr_120019371,1982,0,0,0
nhdhr_120019371,1983,0,0,0
nhdhr_120019371,1984,0,0,0
nhdhr_120019371,1985,0,0,0
nhdhr_120019371,1986,0,0,0
nhdhr_120019371,1987,0,0,0
nhdhr_120019371,1988,0,0,0
nhdhr_120019371,1989,0,0,0
nhdhr_120019371,1990,0,0,0
nhdhr_120019371,1991,0,0,0
nhdhr_120019371,1992,0,0,0
nhdhr_120019371,1993,0,0,0
nhdhr_120019371,1994,0,0,0
nhdhr_120019371,1995,0,0,0
nhdhr_120019371,1996,9,9,2
nhdhr_120019371,1997,7,7,4
nhdhr_120019371,1998,10,10,1
nhdhr_120019371,1999,6,6,4
nhdhr_120019371,2000,8,8,3
nhdhr_120019371,2001,12,12,2
nhdhr_120019371,2002,6,6,4
nhdhr_120019371,2003,9,9,2
nhdhr_120019371,2004,7,7,4
nhdhr_120019371,2005,6,6,5
nhdhr_120019371,2006,9,9,3
nhdhr_120019371,2007,9,9,2
nhdhr_120019371,2008,0,0,0
nhdhr_120019371,2009,0,0,0
nhdhr_120019371,2010,0,0,0
nhdhr_120019371,2011,0,0,0
nhdhr_120019371,2012,0,0,0
nhdhr_120019371,2013,0,0,0
nhdhr_120019371,2014,0,0,0
nhdhr_120019371,2015,0,0,0
nhdhr_120019371,2016,0,0,0
nhdhr_120019371,2017,0,0,0
nhdhr_120019371,2018,0,0,0
nhdhr_120019371,2019,0,0,0
nhdhr_120019513,1979,0,0,0
nhdhr_120019513,1980,0,0,0
nhdhr_120019513,1981,0,0,0
nhdhr_120019513,1982,0,0,0
nhdhr_120019513,1983,0,0,0
nhdhr_120019513,1984,0,0,0
nhdhr_120019513,1985,0,0,0
nhdhr_120019513,1986,0,0,0
nhdhr_120019513,1987,0,0,0
nhdhr_120019513,1988,0,0,0
nhdhr_120019513,1989,0,0,0
nhdhr_120019513,1990,0,0,0
nhdhr_120019513,1991,0,0,0
nhdhr_120019513,1992,0,0,0
nhdhr_120019513,1993,0,0,0
nhdhr_120019513,1994,0,0,0
nhdhr_120019513,1995,0,0,0
nhdhr_120019513,1996,0,0,0
nhdhr_120019513,1997,0,0,0
nhdhr_120019513,1998,0,0,0
nhdhr_120019513,1999,5,5,3
nhdhr_120019513,2000,1,1,4
nhdhr_120019513,2001,0,0,0
nhdhr_120019513,2002,0,0,0
nhdhr_120019513,2003,0,0,0
nhdhr_120019513,2004,0,0,0
nhdhr_120019513,2005,0,0,0
nhdhr_120019513,2006,0,0,0
nhdhr_120019513,2007,0,0,0
nhdhr_120019513,2008,0,0,0
nhdhr_120019513,2009,0,0,0
nhdhr_120019513,2010,0,0,0
nhdhr_120019513,2011,0,0,0
nhdhr_120019513,2012,0,0,0
nhdhr_120019513,2013,0,0,0
nhdhr_120019513,2014,0,0,0
nhdhr_120019513,2015,0,0,0
nhdhr_120019513,2016,0,0,0
nhdhr_120019513,2017,0,0,0
nhdhr_120019513,2018,0,0,0
nhdhr_120019513,2019,0,0,0
nhdhr_120019636,1979,0,0,0
nhdhr_120019636,1980,1,1,0
nhdhr_120019636,1981,0,0,0
nhdhr_120019636,1982,0,0,0
nhdhr_120019636,1983,0,0,0
nhdhr_120019636,1984,0,0,0
nhdhr_120019636,1985,0,0,0
nhdhr_120019636,1986,0,0,0
nhdhr_120019636,1987,0,0,0
nhdhr_120019636,1988,0,0,0
nhdhr_120019636,1989,0,0,0
nhdhr_120019636,1990,0,0,0
nhdhr_120019636,1991,7,7,1
nhdhr_120019636,1992,1,1,0
nhdhr_120019636,1993,0,0,0
nhdhr_120019636,1994,0,0,0
nhdhr_120019636,1995,0,0,0
nhdhr_120019636,1996,0,0,0
nhdhr_120019636,1997,0,0,0
nhdhr_120019636,1998,0,0,0
nhdhr_120019636,1999,0,0,0
nhdhr_120019636,2000,0,0,0
nhdhr_120019636,2001,6,6,1
nhdhr_120019636,2002,0,0,0
nhdhr_120019636,2003,1,1,2
nhdhr_120019636,2004,0,0,0
nhdhr_120019636,2005,5,5,0
nhdhr_120019636,2006,0,0,0
nhdhr_120019636,2007,0,0,0
nhdhr_120019636,2008,0,0,0
nhdhr_120019636,2009,7,7,1
nhdhr_120019636,2010,13,13,1
nhdhr_120019636,2011,0,0,0
nhdhr_120019636,2012,0,0,0
nhdhr_120019636,2013,0,0,0
nhdhr_120019636,2014,0,0,0
nhdhr_120019636,2015,0,0,0
nhdhr_120019636,2016,0,0,0
nhdhr_120019636,2017,5,5,0
nhdhr_120019636,2018,5,5,0
nhdhr_120019636,2019,0,0,0
nhdhr_120019638,1979,0,0,0
nhdhr_120019638,1980,0,0,0
nhdhr_120019638,1981,0,0,0
nhdhr_120019638,1982,0,0,0
nhdhr_120019638,1983,0,0,0
nhdhr_120019638,1984,0,0,0
nhdhr_120019638,1985,0,0,0
nhdhr_120019638,1986,0,0,0
nhdhr_120019638,1987,0,0,0
nhdhr_120019638,1988,0,0,0
nhdhr_120019638,1989,0,0,0
nhdhr_120019638,1990,0,0,0
nhdhr_120019638,1991,7,7,1
nhdhr_120019638,1992,0,0,0
nhdhr_120019638,1993,0,0,0
nhdhr_120019638,1994,0,0,0
nhdhr_120019638,1995,0,0,0
nhdhr_120019638,1996,0,0,0
nhdhr_120019638,1997,0,0,0
nhdhr_120019638,1998,0,0,0
nhdhr_120019638,1999,0,0,0
nhdhr_120019638,2000,0,0,0
nhdhr_120019638,2001,6,6,1
nhdhr_120019638,2002,0,0,0
nhdhr_120019638,2003,3,3,0
nhdhr_120019638,2004,0,0,0
nhdhr_120019638,2005,2,2,0
nhdhr_120019638,2006,0,0,0
nhdhr_120019638,2007,0,0,0
nhdhr_120019638,2008,0,0,0
nhdhr_120019638,2009,0,0,0
nhdhr_120019638,2010,0,0,0
nhdhr_120019638,2011,0,0,0
nhdhr_120019638,2012,0,0,0
nhdhr_120019638,2013,0,0,0
nhdhr_120019638,2014,0,0,0
nhdhr_120019638,2015,0,0,0
nhdhr_120019638,2016,0,0,0
nhdhr_120019638,2017,0,0,0
nhdhr_120019638,2018,5,5,0
nhdhr_120019638,2019,0,0,0
nhdhr_120019661,1979,1,1,0
nhdhr_120019661,1980,0,0,0
nhdhr_120019661,1981,0,0,0
nhdhr_120019661,1982,0,0,0
nhdhr_120019661,1983,0,0,0
nhdhr_120019661,1984,0,0,0
nhdhr_120019661,1985,0,0,0
nhdhr_120019661,1986,3,3,0
nhdhr_120019661,1987,1,1,0
nhdhr_120019661,1988,0,0,0
nhdhr_120019661,1989,0,0,0
nhdhr_120019661,1990,5,5,0
nhdhr_120019661,1991,2,2,0
nhdhr_120019661,1992,4,4,3
nhdhr_120019661,1993,0,0,0
nhdhr_120019661,1994,0,0,0
nhdhr_120019661,1995,0,0,0
nhdhr_120019661,1996,0,0,0
nhdhr_120019661,1997,0,0,0
nhdhr_120019661,1998,0,0,0
nhdhr_120019661,1999,5,5,1
nhdhr_120019661,2000,0,0,0
nhdhr_120019661,2001,0,0,0
nhdhr_120019661,2002,0,0,0
nhdhr_120019661,2003,0,0,0
nhdhr_120019661,2004,0,0,0
nhdhr_120019661,2005,0,0,0
nhdhr_120019661,2006,0,0,0
nhdhr_120019661,2007,0,0,0
nhdhr_120019661,2008,2,2,0
nhdhr_120019661,2009,0,0,1
nhdhr_120019661,2010,0,0,0
nhdhr_120019661,2011,0,0,0
nhdhr_120019661,2012,0,0,0
nhdhr_120019661,2013,0,0,0
nhdhr_120019661,2014,0,0,0
nhdhr_120019661,2015,4,4,2
nhdhr_120019661,2016,2,2,1
nhdhr_120019661,2017,3,3,2
nhdhr_120019661,2018,3,3,1
nhdhr_120019661,2019,0,0,0
nhdhr_120019704,1979,0,0,0
nhdhr_120019704,1980,0,0,0
nhdhr_120019704,1981,1,1,0
nhdhr_120019704,1982,0,0,0
nhdhr_120019704,1983,0,0,0
nhdhr_120019704,1984,0,0,0
nhdhr_120019704,1985,3,3,0
nhdhr_120019704,1986,0,0,0
nhdhr_120019704,1987,0,0,0
nhdhr_120019704,1988,0,0,0
nhdhr_120019704,1989,10,10,4
nhdhr_120019704,1990,7,7,5
nhdhr_120019704,1991,10,10,4
nhdhr_120019704,1992,0,0,0
nhdhr_120019704,1993,0,0,0
nhdhr_120019704,1994,0,0,0
nhdhr_120019704,1995,0,0,0
nhdhr_120019704,1996,0,0,0
nhdhr_120019704,1997,0,0,0
nhdhr_120019704,1998,0,0,0
nhdhr_120019704,1999,0,0,0
nhdhr_120019704,2000,0,0,0
nhdhr_120019704,2001,0,0,0
nhdhr_120019704,2002,0,0,0
nhdhr_120019704,2003,0,0,0
nhdhr_120019704,2004,0,0,0
nhdhr_120019704,2005,3,3,0
nhdhr_120019704,2006,4,4,0
nhdhr_120019704,2007,0,0,0
nhdhr_120019704,2008,0,0,0
nhdhr_120019704,2009,0,0,0
nhdhr_120019704,2010,0,0,0
nhdhr_120019704,2011,0,0,0
nhdhr_120019704,2012,0,0,0
nhdhr_120019704,2013,0,0,0
nhdhr_120019704,2014,0,0,0
nhdhr_120019704,2015,0,0,0
nhdhr_120019704,2016,0,0,0
nhdhr_120019704,2017,0,0,0
nhdhr_120019704,2018,0,0,0
nhdhr_120019704,2019,0,0,0
nhdhr_120019712,1979,0,0,0
nhdhr_120019712,1980,0,0,0
nhdhr_120019712,1981,0,0,0
nhdhr_120019712,1982,0,0,0
nhdhr_120019712,1983,9,9,0
nhdhr_120019712,1984,9,9,3
nhdhr_120019712,1985,10,10,2
nhdhr_120019712,1986,0,0,0
nhdhr_120019712,1987,0,0,0
nhdhr_120019712,1988,0,0,0
nhdhr_120019712,1989,0,0,0
nhdhr_120019712,1990,0,0,0
nhdhr_120019712,1991,0,0,0
nhdhr_120019712,1992,0,0,0
nhdhr_120019712,1993,0,0,0
nhdhr_120019712,1994,8,8,7
nhdhr_120019712,1995,10,10,6
nhdhr_120019712,1996,9,9,9
nhdhr_120019712,1997,0,0,4
nhdhr_120019712,1998,0,0,0
nhdhr_120019712,1999,4,4,4
nhdhr_120019712,2000,0,0,0
nhdhr_120019712,2001,8,8,2
nhdhr_120019712,2002,7,7,2
nhdhr_120019712,2003,0,0,0
nhdhr_120019712,2004,10,10,1
nhdhr_120019712,2005,0,0,0
nhdhr_120019712,2006,9,9,3
nhdhr_120019712,2007,9,9,3
nhdhr_120019712,2008,10,10,3
nhdhr_120019712,2009,11,11,4
nhdhr_120019712,2010,13,13,4
nhdhr_120019712,2011,11,11,5
nhdhr_120019712,2012,13,13,3
nhdhr_120019712,2013,10,10,2
nhdhr_120019712,2014,10,10,6
nhdhr_120019712,2015,11,11,4
nhdhr_120019712,2016,11,11,2
nhdhr_120019712,2017,11,11,2
nhdhr_120019712,2018,11,11,1
nhdhr_120019712,2019,0,0,0
nhdhr_120019732,1979,0,0,0
nhdhr_120019732,1980,2,2,0
nhdhr_120019732,1981,0,0,0
nhdhr_120019732,1982,0,0,0
nhdhr_120019732,1983,0,0,0
nhdhr_120019732,1984,0,0,0
nhdhr_120019732,1985,1,1,0
nhdhr_120019732,1986,0,0,0
nhdhr_120019732,1987,0,0,0
nhdhr_120019732,1988,0,0,0
nhdhr_120019732,1989,7,7,5
nhdhr_120019732,1990,8,8,2
nhdhr_120019732,1991,0,0,3
nhdhr_120019732,1992,0,0,0
nhdhr_120019732,1993,0,0,0
nhdhr_120019732,1994,0,0,0
nhdhr_120019732,1995,0,0,0
nhdhr_120019732,1996,0,0,0
nhdhr_120019732,1997,0,0,0
nhdhr_120019732,1998,0,0,0
nhdhr_120019732,1999,0,0,0
nhdhr_120019732,2000,0,0,0
nhdhr_120019732,2001,0,0,0
nhdhr_120019732,2002,0,0,0
nhdhr_120019732,2003,0,0,0
nhdhr_120019732,2004,0,0,0
nhdhr_120019732,2005,0,0,0
nhdhr_120019732,2006,6,6,0
nhdhr_120019732,2007,8,8,1
nhdhr_120019732,2008,0,0,0
nhdhr_120019732,2009,8,8,0
nhdhr_120019732,2010,0,0,0
nhdhr_120019732,2011,0,0,0
nhdhr_120019732,2012,8,8,2
nhdhr_120019732,2013,2,2,0
nhdhr_120019732,2014,0,0,0
nhdhr_120019732,2015,8,8,0
nhdhr_120019732,2016,6,6,0
nhdhr_120019732,2017,3,3,0
nhdhr_120019732,2018,8,8,0
nhdhr_120019732,2019,0,0,0
nhdhr_120019749,1979,0,0,0
nhdhr_120019749,1980,2,2,0
nhdhr_120019749,1981,0,0,0
nhdhr_120019749,1982,0,0,0
nhdhr_120019749,1983,0,0,0
nhdhr_120019749,1984,0,0,0
nhdhr_120019749,1985,0,0,0
nhdhr_120019749,1986,0,0,0
nhdhr_120019749,1987,0,0,0
nhdhr_120019749,1988,0,0,0
nhdhr_120019749,1989,5,5,1
nhdhr_120019749,1990,8,8,2
nhdhr_120019749,1991,0,0,3
nhdhr_120019749,1992,0,0,0
nhdhr_120019749,1993,0,0,0
nhdhr_120019749,1994,0,0,0
nhdhr_120019749,1995,4,4,0
nhdhr_120019749,1996,0,0,0
nhdhr_120019749,1997,0,0,0
nhdhr_120019749,1998,0,0,0
nhdhr_120019749,1999,0,0,0
nhdhr_120019749,2000,0,0,0
nhdhr_120019749,2001,0,0,0
nhdhr_120019749,2002,0,0,0
nhdhr_120019749,2003,0,0,0
nhdhr_120019749,2004,0,0,0
nhdhr_120019749,2005,0,0,0
nhdhr_120019749,2006,6,6,0
nhdhr_120019749,2007,10,10,0
nhdhr_120019749,2008,10,10,0
nhdhr_120019749,2009,0,0,0
nhdhr_120019749,2010,0,0,0
nhdhr_120019749,2011,0,0,0
nhdhr_120019749,2012,0,0,0
nhdhr_120019749,2013,0,0,0
nhdhr_120019749,2014,0,0,0
nhdhr_120019749,2015,8,8,0
nhdhr_120019749,2016,0,0,0
nhdhr_120019749,2017,0,0,0
nhdhr_120019749,2018,5,5,0
nhdhr_120019749,2019,0,0,0
nhdhr_120019849,1979,0,0,0
nhdhr_120019849,1980,0,0,0
nhdhr_120019849,1981,11,11,3
nhdhr_120019849,1982,11,11,5
nhdhr_120019849,1983,11,11,4
nhdhr_120019849,1984,10,10,4
nhdhr_120019849,1985,13,13,5
nhdhr_120019849,1986,0,0,18
nhdhr_120019849,1987,7,7,4
nhdhr_120019849,1989,10,10,3
nhdhr_120019849,1990,6,6,3
nhdhr_120019849,1991,5,5,0
nhdhr_120019849,1992,11,11,2
nhdhr_120019849,1993,4,4,1
nhdhr_120019849,1994,0,0,0
nhdhr_120019849,1995,4,4,0
nhdhr_120019849,1996,0,0,0
nhdhr_120019849,1998,0,0,0
nhdhr_120019849,2000,0,0,0
nhdhr_120019849,2001,2,2,0
nhdhr_120019849,2002,0,0,0
nhdhr_120019849,2003,2,2,0
nhdhr_120019849,2004,0,0,0
nhdhr_120019849,2005,0,0,0
nhdhr_120019849,2006,0,0,0
nhdhr_120019849,2008,0,0,0
nhdhr_120019849,2009,0,0,4
nhdhr_120019849,2010,1,1,5
nhdhr_120019849,2011,4,4,0
nhdhr_120019849,2012,0,0,4
nhdhr_120019849,2013,0,0,0
nhdhr_120019849,2014,4,4,0
nhdhr_120019849,2015,4,4,0
nhdhr_120019849,2016,4,4,0
nhdhr_120019849,2019,0,0,0
nhdhr_120019850,1979,0,0,0
nhdhr_120019850,1980,0,0,0
nhdhr_120019850,1981,11,11,3
nhdhr_120019850,1982,10,10,7
nhdhr_120019850,1983,10,10,6
nhdhr_120019850,1984,10,10,4
nhdhr_120019850,1985,12,12,7
nhdhr_120019850,1986,11,11,9
nhdhr_120019850,1987,8,8,4
nhdhr_120019850,1988,7,7,4
nhdhr_120019850,1989,10,10,3
nhdhr_120019850,1990,5,5,3
nhdhr_120019850,1991,4,4,1
nhdhr_120019850,1992,11,11,2
nhdhr_120019850,1993,4,4,1
nhdhr_120019850,1994,4,4,0
nhdhr_120019850,1995,4,4,0
nhdhr_120019850,1996,4,4,0
nhdhr_120019850,1997,4,4,0
nhdhr_120019850,1998,3,3,0
nhdhr_120019850,1999,3,3,0
nhdhr_120019850,2000,4,4,0
nhdhr_120019850,2001,2,2,0
nhdhr_120019850,2002,4,4,0
nhdhr_120019850,2003,2,2,0
nhdhr_120019850,2004,0,0,0
nhdhr_120019850,2005,0,0,0
nhdhr_120019850,2006,7,7,0
nhdhr_120019850,2007,0,0,0
nhdhr_120019850,2008,0,0,0
nhdhr_120019850,2009,6,6,0
nhdhr_120019850,2010,4,4,0
nhdhr_120019850,2011,4,4,0
nhdhr_120019850,2012,4,4,0
nhdhr_120019850,2013,0,0,0
nhdhr_120019850,2014,4,4,0
nhdhr_120019850,2015,4,4,0
nhdhr_120019850,2016,4,4,0
nhdhr_120019850,2017,4,4,0
nhdhr_120019850,2018,0,0,0
nhdhr_120019850,2019,0,0,0
nhdhr_120019854,1979,0,0,0
nhdhr_120019854,1980,0,0,0
nhdhr_120019854,1981,10,10,8
nhdhr_120019854,1982,8,8,8
nhdhr_120019854,1983,9,9,7
nhdhr_120019854,1984,9,9,7
nhdhr_120019854,1985,10,10,7
nhdhr_120019854,1986,8,8,5
nhdhr_120019854,1987,8,8,6
nhdhr_120019854,1988,6,6,5
nhdhr_120019854,1989,7,7,6
nhdhr_120019854,1990,6,6,3
nhdhr_120019854,1991,3,3,2
nhdhr_120019854,1992,9,9,4
nhdhr_120019854,1993,4,4,1
nhdhr_120019854,1994,4,4,0
nhdhr_120019854,1995,4,4,0
nhdhr_120019854,1996,4,4,0
nhdhr_120019854,1997,4,4,0
nhdhr_120019854,1998,3,3,0
nhdhr_120019854,1999,3,3,0
nhdhr_120019854,2000,4,4,0
nhdhr_120019854,2001,2,2,0
nhdhr_120019854,2002,4,4,0
nhdhr_120019854,2003,3,3,0
nhdhr_120019854,2004,0,0,0
nhdhr_120019854,2005,0,0,0
nhdhr_120019854,2006,3,3,0
nhdhr_120019854,2007,4,4,0
nhdhr_120019854,2008,3,3,1
nhdhr_120019854,2009,4,4,0
nhdhr_120019854,2010,4,4,0
nhdhr_120019854,2011,4,4,0
nhdhr_120019854,2012,4,4,0
nhdhr_120019854,2013,0,0,0
nhdhr_120019854,2014,4,4,0
nhdhr_120019854,2015,4,4,0
nhdhr_120019854,2016,4,4,0
nhdhr_120019854,2017,4,4,0
nhdhr_120019854,2018,0,0,0
nhdhr_120019854,2019,0,0,0
nhdhr_120019861,1979,0,0,0
nhdhr_120019861,1980,0,0,0
nhdhr_120019861,1981,1,1,0
nhdhr_120019861,1982,0,0,0
nhdhr_120019861,1983,0,0,0
nhdhr_120019861,1984,0,0,0
nhdhr_120019861,1985,0,0,0
nhdhr_120019861,1986,0,0,0
nhdhr_120019861,1987,0,0,0
nhdhr_120019861,1988,0,0,0
nhdhr_120019861,1989,0,0,0
nhdhr_120019861,1990,0,0,0
nhdhr_120019861,1991,0,0,0
nhdhr_120019861,1992,0,0,0
nhdhr_120019861,1993,0,0,0
nhdhr_120019861,1994,4,4,1
nhdhr_120019861,1995,0,0,0
nhdhr_120019861,1996,4,4,1
nhdhr_120019861,1997,0,0,0
nhdhr_120019861,1998,3,3,0
nhdhr_120019861,1999,3,3,0
nhdhr_120019861,2000,4,4,0
nhdhr_120019861,2001,0,0,0
nhdhr_120019861,2002,0,0,0
nhdhr_120019861,2003,2,2,0
nhdhr_120019861,2004,0,0,0
nhdhr_120019861,2005,0,0,0
nhdhr_120019861,2006,0,0,0
nhdhr_120019861,2007,0,0,0
nhdhr_120019861,2008,0,0,0
nhdhr_120019861,2009,6,6,0
nhdhr_120019861,2010,5,5,0
nhdhr_120019861,2011,4,4,0
nhdhr_120019861,2012,3,3,1
nhdhr_120019861,2013,0,0,0
nhdhr_120019861,2014,4,4,0
nhdhr_120019861,2015,5,5,0
nhdhr_120019861,2016,4,4,0
nhdhr_120019861,2017,4,4,0
nhdhr_120019861,2018,0,0,0
nhdhr_120019861,2019,0,0,0
nhdhr_120019864,1979,0,0,0
